method,dataset,mask,budget,impresions,click,win_rate,ecpc,cer,wrc,cost_time
Normal,ipinyou,0.2,0.5,78041.0,207.0,0.5000608728532282,16294.048309178745,0.012704025179757997,1.482598408396736e-07,0.0012368003527323404
IIBidder,ipinyou,0.3,0.03125,45528.0,89.0,0.2917283404778842,3332.4044943820227,0.026707442073746392,9.836280462799214e-07,0.016126831372578938
AC_GAIL,ipinyou,0.3,0.03125,30683.0,70.0,0.1966064986575935,862.3,0.08117824423054622,3.2571776255793226e-06,0.011396129926045736
PPO_GAIL,ipinyou,0.3,0.03125,33164.0,56.0,0.2125039246970776,5375.660714285715,0.01041732411630464,7.059063327666619e-07,0.013585368792215982
PPO,ipinyou,0.3,0.03125,16147.0,32.0,0.10346462646495334,9407.3125,0.0034016091205644546,3.4369747757712865e-07,0.03393116394678752
DRLB,ipinyou,0.3,0.03125,88854.0,184.0,0.5693469944829974,12436.271739130434,0.014795430966746115,2.488106732336239e-07,0.009408716360727947
Lin,ipinyou,0.3,0.03125,27428.0,41.0,0.17574953704590635,7495.4390243902435,0.005469993134035983,5.718909940220764e-07,0.0005412658055623372
Gamma,ipinyou,0.3,0.03125,7094.0,8.0,0.04545600174288434,38306.125,0.00020884388593208006,1.4833137567061514e-07,0.0014309167861938476
Uniform,ipinyou,0.3,0.03125,11357.0,16.0,0.07277189340202445,19208.3125,0.0008329727038749499,2.3678515942649973e-07,0.0025306502978007
Normal,ipinyou,0.3,0.03125,7211.0,7.0,0.046205698980538126,43904.42857142857,0.00015943721915459227,1.5034506437859547e-07,0.0011084516843159994
IIBidder,ipinyou,0.3,0.0625,66586.0,127.0,0.42666102791821253,3507.8976377952754,0.03620402107280984,9.577062958458473e-07,0.01615900198618571
AC_GAIL,ipinyou,0.3,0.0625,30871.0,68.0,0.19781114037279848,893.9705882352941,0.07606514229314032,3.2540079021680947e-06,0.011403298377990723
PPO_GAIL,ipinyou,0.3,0.0625,52693.0,104.0,0.33763928669832116,5634.3942307692305,0.01845806234715697,5.761988724784781e-07,0.013750418027242025
PPO,ipinyou,0.3,0.0625,45710.0,94.0,0.2928945361809014,1245.5744680851064,0.07546718595196611,2.5015761007558795e-06,0.03348823388417562
DRLB,ipinyou,0.3,0.0625,25806.0,65.0,0.16535629841794677,1261.9384615384615,0.05150805842050082,2.0159010364755904e-06,0.008179648717244466
Lin,ipinyou,0.3,0.0625,49780.0,86.0,0.31897374778141263,7147.1511627906975,0.01203276634860206,5.189476174136916e-07,0.000559528668721517
Gamma,ipinyou,0.3,0.0625,14001.0,22.0,0.08971376943927878,27910.409090909092,0.0007882363862293149,1.4610673020212202e-07,0.0014425118764241536
Uniform,ipinyou,0.3,0.0625,21557.0,39.0,0.13813011412060197,15760.74358974359,0.002474502537137874,2.2472275992542647e-07,0.0025810996691385904
Normal,ipinyou,0.3,0.0625,14285.0,15.0,0.0915335473494831,40977.933333333334,0.00036605067117424176,1.4891518418772234e-07,0.0011194030443827311
IIBidder,ipinyou,0.3,0.125,66448.0,126.0,0.4257767696379026,3500.4761904761904,0.03599510270711468,9.653488632791516e-07,0.01647391716639201
AC_GAIL,ipinyou,0.3,0.125,30871.0,68.0,0.19781114037279848,893.9705882352941,0.07606514229314032,3.2540079021680947e-06,0.011447370052337646
PPO_GAIL,ipinyou,0.3,0.125,77224.0,152.0,0.49482580752644817,7042.743421052632,0.021582498596446325,4.6223932204055516e-07,0.014024269580841065
PPO,ipinyou,0.3,0.125,45710.0,94.0,0.2928945361809014,1245.5744680851064,0.07546718595196611,2.5015761007558795e-06,0.034982566038767496
DRLB,ipinyou,0.3,0.125,22146.0,51.0,0.14190423098364144,942.8627450980392,0.0540905876970428,2.9510508460600057e-06,0.007979814211527507
Lin,ipinyou,0.3,0.125,81222.0,160.0,0.5204436669811238,6594.125,0.024264022899171612,4.932834786468293e-07,0.0006011207898457845
Gamma,ipinyou,0.3,0.125,28260.0,49.0,0.18108071740254972,25075.530612244896,0.0019540962365945823,1.4737573860731758e-07,0.001534601052602132
Uniform,ipinyou,0.3,0.125,43545.0,80.0,0.2790219334499037,15366.775,0.005206037050714935,2.2696851929723683e-07,0.0026211977005004884
Normal,ipinyou,0.3,0.125,29859.0,54.0,0.1913265796504737,22765.48148148148,0.002372012208216468,1.5563408185432924e-07,0.0012333194414774578
IIBidder,ipinyou,0.3,0.25,66448.0,126.0,0.4257767696379026,3500.4761904761904,0.03599510270711468,9.653488632791516e-07,0.016281537214914956
AC_GAIL,ipinyou,0.3,0.25,30871.0,68.0,0.19781114037279848,893.9705882352941,0.07606514229314032,3.2540079021680947e-06,0.011452635129292807
PPO_GAIL,ipinyou,0.3,0.25,80266.0,157.0,0.5143179357054527,7330.71974522293,0.02141672379472823,4.468743223529747e-07,0.014015583197275798
PPO,ipinyou,0.3,0.25,45710.0,94.0,0.2928945361809014,1245.5744680851064,0.07546718595196611,2.5015761007558795e-06,0.033649532000223796
DRLB,ipinyou,0.3,0.25,54844.0,106.0,0.3514221820674987,2250.745283018868,0.047095511340059265,1.4729803631815822e-06,0.008190433184305826
Lin,ipinyou,0.3,0.25,81222.0,160.0,0.5204436669811238,6594.125,0.024264022899171612,4.932834786468293e-07,0.0006052533785502116
Gamma,ipinyou,0.3,0.25,58084.0,115.0,0.3721830286489106,21374.38260869565,0.0053802723617951435,1.5141369093148914e-07,0.0015116651852925618
Uniform,ipinyou,0.3,0.25,94986.0,210.0,0.6086388189384814,11708.004761904762,0.017936446411714248,2.475468834462386e-07,0.0027079701423645018
Normal,ipinyou,0.3,0.25,64152.0,139.0,0.4110647623078675,17688.338129496402,0.007858284875740184,1.6718927615514978e-07,0.00123215119043986
IIBidder,ipinyou,0.3,0.5,66464.0,126.0,0.425879292337069,3505.3968253968255,0.03594457525810542,9.64225892811694e-07,0.016739853223164878
AC_GAIL,ipinyou,0.3,0.5,30871.0,68.0,0.19781114037279848,893.9705882352941,0.07606514229314032,3.2540079021680947e-06,0.011831263701121012
PPO_GAIL,ipinyou,0.3,0.5,45712.0,94.0,0.29290735151829717,1245.8297872340424,0.07545171978003211,2.501172861959022e-06,0.014036516348520914
PPO,ipinyou,0.3,0.5,45710.0,94.0,0.2928945361809014,1245.5744680851064,0.07546718595196611,2.5015761007558795e-06,0.03410893281300863
DRLB,ipinyou,0.3,0.5,52610.0,109.0,0.33710745019639543,5124.412844036698,0.0212707296069722,6.035284421869687e-07,0.009004966417948405
Lin,ipinyou,0.3,0.5,81222.0,160.0,0.5204436669811238,6594.125,0.024264022899171612,4.932834786468293e-07,0.0006070335706075033
Gamma,ipinyou,0.3,0.5,125491.0,300.0,0.8041047525667285,16388.66,0.018305340400008297,1.6354901347776014e-07,0.0016240517298380533
Uniform,ipinyou,0.3,0.5,134327.0,304.0,0.8607229131810276,11271.927631578947,0.02696965505246207,2.511837783959766e-07,0.0026901642481486003
Normal,ipinyou,0.3,0.5,78049.0,166.0,0.5001121342028111,17756.180722891568,0.009348857312878664,1.6967183129268788e-07,0.001229552427927653
IIBidder,ipinyou,0.4,0.03125,37404.0,74.0,0.2396724399761635,4014.2162162162163,0.018434482851487282,8.068366480487036e-07,0.01628146568934123
AC_GAIL,ipinyou,0.4,0.03125,32246.0,72.0,0.20662168483240761,618.1666666666666,0.11647344297654354,4.642349349159873e-06,0.01129138469696045
PPO_GAIL,ipinyou,0.4,0.03125,37416.0,74.0,0.23974933200053827,4018.7837837837837,0.01841353105349877,8.061781902570304e-07,0.013567932446797689
PPO,ipinyou,0.4,0.03125,17096.0,38.0,0.1095455040592582,7977.368421052632,0.004763475621824899,3.6136934769168766e-07,0.03552384773890178
DRLB,ipinyou,0.4,0.03125,80399.0,164.0,0.515170155642273,10351.725609756097,0.015842769233125383,3.034548591475988e-07,0.008915801843007406
Lin,ipinyou,0.4,0.03125,32392.0,52.0,0.2075572044622257,5909.903846153846,0.008798789515643559,6.753891103988601e-07,0.0005287845929463704
Gamma,ipinyou,0.4,0.03125,8082.0,9.0,0.0517867784164052,34092.444444444445,0.00026398811075767847,1.687789357576954e-07,0.0014399647712707519
Uniform,ipinyou,0.4,0.03125,13243.0,17.0,0.08485675656626865,18078.529411764706,0.0009403419721151187,2.761050858713412e-07,0.0025008281071980795
Normal,ipinyou,0.4,0.03125,8244.0,13.0,0.05282482074546429,23641.076923076922,0.0005498903473094419,1.7188082264072406e-07,0.001113581657409668
IIBidder,ipinyou,0.4,0.0625,57654.0,99.0,0.3694277311085911,5864.575757575758,0.016881016477980272,6.362938084141406e-07,0.01620803674062093
AC_GAIL,ipinyou,0.4,0.0625,32327.0,67.0,0.20714070599693737,659.4626865671642,0.10159786347999276,4.6881383758133575e-06,0.011446797847747802
PPO_GAIL,ipinyou,0.4,0.0625,57665.0,99.0,0.36949821546426803,5868.151515151515,0.01687073003217161,6.360274094956477e-07,0.013747000694274902
PPO,ipinyou,0.4,0.0625,46604.0,87.0,0.2986229919968217,981.919540229885,0.08860196425017851,3.495651164114644e-06,0.03433856964111328
DRLB,ipinyou,0.4,0.0625,88852.0,180.0,0.5693341791456021,14682.383333333333,0.012259590007526026,2.1542603745668074e-07,0.008948036034901937
Lin,ipinyou,0.4,0.0625,59150.0,105.0,0.3790136034808895,5853.942857142857,0.017936628792315803,6.166191667006519e-07,0.0005633314450581868
Gamma,ipinyou,0.4,0.0625,16252.0,24.0,0.10413743167825741,25586.625,0.0009379900631677683,1.6958311826044762e-07,0.001449418067932129
Uniform,ipinyou,0.4,0.0625,26379.0,39.0,0.16902789258182113,15760.74358974359,0.002474502537137874,2.749901045633034e-07,0.002650753657023112
Normal,ipinyou,0.4,0.0625,16758.0,26.0,0.1073797120393961,23640.96153846154,0.0010997860623266332,1.746963175703775e-07,0.0012252688407897948
IIBidder,ipinyou,0.4,0.125,72060.0,125.0,0.46173660637050457,6720.112,0.018600880461516117,5.496772748674481e-07,0.01712822914123535
AC_GAIL,ipinyou,0.4,0.125,32327.0,67.0,0.20714070599693737,659.4626865671642,0.10159786347999276,4.6881383758133575e-06,0.011422936121622722
PPO_GAIL,ipinyou,0.4,0.125,72136.0,125.0,0.46222358919154477,6769.392,0.018465469277004494,5.462512310606859e-07,0.014042397340138754
PPO,ipinyou,0.4,0.125,46604.0,87.0,0.2986229919968217,981.919540229885,0.08860196425017851,3.495651164114644e-06,0.03453526496887207
DRLB,ipinyou,0.4,0.125,85069.0,162.0,0.5450939684614551,13496.296296296296,0.012003293084522504,2.4931118206250235e-07,0.008944463729858399
Lin,ipinyou,0.4,0.125,73056.0,132.0,0.4681186443941153,5882.083333333333,0.022441028547141743,6.029077055955944e-07,0.0005911151568094889
Gamma,ipinyou,0.4,0.125,32721.0,48.0,0.20966532746383107,25598.9375,0.0018750778230541794,1.7063316223559985e-07,0.001557151476542155
Uniform,ipinyou,0.4,0.125,54058.0,98.0,0.3463857544710991,12544.295918367347,0.007812315704104882,2.817653966402317e-07,0.002718504269917806
Normal,ipinyou,0.4,0.125,35966.0,68.0,0.2304582123884798,18078.54411764706,0.003761364828798519,1.8746483879450845e-07,0.0012370665868123372
IIBidder,ipinyou,0.4,0.25,72154.0,125.0,0.46233892722810693,6782.104,0.018430858624403284,5.45363417875169e-07,0.016500099500020345
AC_GAIL,ipinyou,0.4,0.25,32327.0,67.0,0.20714070599693737,659.4626865671642,0.10159786347999276,4.6881383758133575e-06,0.011361416180928547
PPO_GAIL,ipinyou,0.4,0.25,72133.0,125.0,0.4622043661854511,6766.784,0.018472586091118025,5.464390365472888e-07,0.013938450813293457
PPO,ipinyou,0.4,0.25,46604.0,87.0,0.2986229919968217,981.919540229885,0.08860196425017851,3.495651164114644e-06,0.03384450276692708
DRLB,ipinyou,0.4,0.25,61877.0,107.0,0.39648731601981296,3019.121495327103,0.03544077314066727,1.2273401188060306e-06,0.008146166801452637
Lin,ipinyou,0.4,0.25,73056.0,132.0,0.4681186443941153,5882.083333333333,0.022441028547141743,6.029077055955944e-07,0.0006671984990437826
Gamma,ipinyou,0.4,0.25,69594.0,123.0,0.44593529536192866,19984.674796747968,0.006154716113770105,1.8141352026326215e-07,0.0015293121337890624
Uniform,ipinyou,0.4,0.25,115085.0,228.0,0.7374265520967879,10783.701754385966,0.02114301797221603,2.999273400310035e-07,0.002727198600769043
Normal,ipinyou,0.4,0.25,75961.0,157.0,0.48673292196156254,15660.216560509554,0.010025404143893366,1.9796723002161448e-07,0.0012382984161376954
IIBidder,ipinyou,0.4,0.5,72149.0,125.0,0.4623068888846174,6777.504,0.01844336794194441,5.456957474428549e-07,0.016917864481608074
AC_GAIL,ipinyou,0.4,0.5,32327.0,67.0,0.20714070599693737,659.4626865671642,0.10159786347999276,4.6881383758133575e-06,0.011414984862009684
PPO_GAIL,ipinyou,0.4,0.5,46605.0,87.0,0.2986293996655196,982.0574712643678,0.08858952000842707,3.4952351931263194e-06,0.013951504230499267
PPO,ipinyou,0.4,0.5,46604.0,87.0,0.2986229919968217,981.919540229885,0.08860196425017851,3.495651164114644e-06,0.037359631061553954
DRLB,ipinyou,0.4,0.5,88882.0,179.0,0.5695264092065391,14786.553072625698,0.012105593448373182,2.1517602971087618e-07,0.0097092866897583
Lin,ipinyou,0.4,0.5,73056.0,132.0,0.4681186443941153,5882.083333333333,0.022441028547141743,6.029077055955944e-07,0.0006103038787841797
Gamma,ipinyou,0.4,0.5,147871.0,305.0,0.9475083780248558,16120.403278688525,0.018920122203345602,1.9271136039692612e-07,0.001798399289449056
Uniform,ipinyou,0.4,0.5,137357.0,271.0,0.8801381493355461,10787.535055350554,0.025121586962128628,3.010643517547402e-07,0.0027417778968811036
Normal,ipinyou,0.4,0.5,78168.0,163.0,0.5008746467778565,15488.042944785277,0.010524247678101967,1.9840147684790545e-07,0.0012346466382344564
IIBidder,ipinyou,0.5,0.03125,56379.0,73.0,0.361257953518772,3481.5753424657532,0.02096751982058193,1.4214080129006786e-06,0.017041869958241782
AC_GAIL,ipinyou,0.5,0.03125,31939.0,42.0,0.20465453054215307,737.3095238095239,0.05696386475925986,6.60879421778516e-06,0.01166518529256185
PPO_GAIL,ipinyou,0.5,0.03125,41551.0,56.0,0.2662450420663451,5240.517857142857,0.010685966831249638,9.072339567938865e-07,0.013892300923665364
PPO,ipinyou,0.5,0.03125,45195.0,55.0,0.2895945868014842,1087.3818181818183,0.050580209343544125,4.842233000058258e-06,0.036453715960184735
DRLB,ipinyou,0.5,0.03125,22716.0,31.0,0.14555660214144295,803.741935483871,0.03856959383528656,5.841892845618997e-06,0.007824949423472087
Lin,ipinyou,0.5,0.03125,38747.0,54.0,0.2482779390373082,5691.351851851852,0.009488079705075602,8.078466648140882e-07,0.0006064812342325847
Gamma,ipinyou,0.5,0.03125,9913.0,10.0,0.06351921980225317,30690.8,0.00032583054205168976,2.0696501818868576e-07,0.0014885346094767253
Uniform,ipinyou,0.5,0.03125,16633.0,22.0,0.10657875345215828,13969.681818181818,0.0015748390182635773,3.4678590796353886e-07,0.002653980255126953
Normal,ipinyou,0.5,0.03125,10230.0,9.0,0.06555045077948828,34148.22222222222,0.000263556912024052,2.132873381385993e-07,0.001130219300587972
IIBidder,ipinyou,0.5,0.0625,61890.0,108.0,0.3965706157128853,4867.314814814815,0.02218882568912055,7.544098307167716e-07,0.016252899169921876
AC_GAIL,ipinyou,0.5,0.0625,32108.0,70.0,0.20573742655209773,449.65714285714284,0.15567416444275003,6.536326933285606e-06,0.011391238371531168
PPO_GAIL,ipinyou,0.5,0.0625,60310.0,105.0,0.38644649917020735,5138.333333333333,0.020434641582873826,7.162717189568738e-07,0.013858083883921306
PPO,ipinyou,0.5,0.0625,45311.0,82.0,0.2903378763704403,744.2439024390244,0.11017893425968409,4.7574535683692775e-06,0.03463895320892334
DRLB,ipinyou,0.5,0.0625,70913.0,130.0,0.45438701037401547,11486.284615384615,0.011317845966125487,3.043007214450515e-07,0.008783650398254395
Lin,ipinyou,0.5,0.0625,63714.0,113.0,0.4082582034181801,4712.460176991151,0.02397898247538065,7.666705540915444e-07,0.0006269653638203939
Gamma,ipinyou,0.5,0.0625,19959.0,26.0,0.12789065954137588,23627.615384615383,0.001100407280919654,2.0818315520850093e-07,0.0014972527821858724
Uniform,ipinyou,0.5,0.0625,32818.0,42.0,0.21028687132752627,14634.92857142857,0.002869846599866269,3.421151148955878e-07,0.002629550298055013
Normal,ipinyou,0.5,0.0625,20103.0,26.0,0.12881336383387185,23641.0,0.001099784273084895,2.0956643743735922e-07,0.0011246840159098307
IIBidder,ipinyou,0.5,0.125,62393.0,108.0,0.399793673067928,5042.601851851852,0.02141751484114058,7.341038174148193e-07,0.016665518283843994
AC_GAIL,ipinyou,0.5,0.125,31775.0,69.0,0.20360367287569778,456.17391304347825,0.15125810141059856,6.468537071918216e-06,0.011981681982676188
PPO_GAIL,ipinyou,0.5,0.125,62908.0,109.0,0.40309362244734537,5364.798165137615,0.020317632955573456,6.893281935542183e-07,0.01380627950032552
PPO,ipinyou,0.5,0.125,45311.0,82.0,0.2903378763704403,744.2439024390244,0.11017893425968409,4.7574535683692775e-06,0.034316949049631756
DRLB,ipinyou,0.5,0.125,72764.0,136.0,0.46624760513382396,12298.632352941177,0.011058140132750294,2.7875385781407065e-07,0.008619232972462972
Lin,ipinyou,0.5,0.125,63714.0,113.0,0.4082582034181801,4712.460176991151,0.02397898247538065,7.666705540915444e-07,0.0005802512168884277
Gamma,ipinyou,0.5,0.125,39349.0,60.0,0.2521353555934464,20485.866666666665,0.002928848506938117,2.051295166044935e-07,0.0015291968981424968
Uniform,ipinyou,0.5,0.125,68430.0,99.0,0.43847676899755395,12417.555555555555,0.007972583618174985,3.566771457463724e-07,0.002629216512044271
Normal,ipinyou,0.5,0.125,43897.0,63.0,0.2812774328315703,19513.349206349205,0.00322855904098212,2.288034262516017e-07,0.0011850833892822266
IIBidder,ipinyou,0.5,0.25,62922.0,109.0,0.4031833298091159,5373.8899082568805,0.02028325884244922,6.883151114787367e-07,0.016431403160095216
AC_GAIL,ipinyou,0.5,0.25,31775.0,69.0,0.20360367287569778,456.17391304347825,0.15125810141059856,6.468537071918216e-06,0.011408078670501708
PPO_GAIL,ipinyou,0.5,0.25,45312.0,82.0,0.2903442840391382,744.3414634146342,0.11016449308604757,4.756934989827941e-06,0.01376635233561198
PPO,ipinyou,0.5,0.25,45311.0,82.0,0.2903378763704403,744.2439024390244,0.11017893425968409,4.7574535683692775e-06,0.03457086483637492
DRLB,ipinyou,0.5,0.25,22541.0,51.0,0.144435260119311,497.3137254901961,0.10255096005992982,5.6947230264286946e-06,0.007817113399505615
Lin,ipinyou,0.5,0.25,63714.0,113.0,0.4082582034181801,4712.460176991151,0.02397898247538065,7.666705540915444e-07,0.0006416797637939453
Gamma,ipinyou,0.5,0.25,85723.0,140.0,0.5492845837901957,17559.164285714287,0.007973044600641993,2.2344237168389307e-07,0.0015997012456258138
Uniform,ipinyou,0.5,0.25,140403.0,228.0,0.8996559081892305,10634.381578947368,0.021439892701552686,3.710473634174945e-07,0.0028242190678914388
Normal,ipinyou,0.5,0.25,78184.0,134.0,0.5009771694770223,15667.835820895523,0.008552553239119976,2.3861850710268796e-07,0.001228483517964681
IIBidder,ipinyou,0.5,0.5,62922.0,109.0,0.4031833298091159,5373.8899082568805,0.02028325884244922,6.883151114787367e-07,0.016450651486714683
AC_GAIL,ipinyou,0.5,0.5,31775.0,69.0,0.20360367287569778,456.17391304347825,0.15125810141059856,6.468537071918216e-06,0.011332182089487712
PPO_GAIL,ipinyou,0.5,0.5,45312.0,82.0,0.2903442840391382,744.3414634146342,0.11016449308604757,4.756934989827941e-06,0.01378777027130127
PPO,ipinyou,0.5,0.5,45311.0,82.0,0.2903378763704403,744.2439024390244,0.11017893425968409,4.7574535683692775e-06,0.033641199270884194
DRLB,ipinyou,0.5,0.5,53474.0,90.0,0.34264367595137935,1939.1777777777777,0.046411422939848505,1.9632815508943043e-06,0.007894432544708252
Lin,ipinyou,0.5,0.5,63714.0,113.0,0.4082582034181801,4712.460176991151,0.02397898247538065,7.666705540915444e-07,0.0006422837575276693
Gamma,ipinyou,0.5,0.5,156063.0,274.0,0.9999999999977324,15696.967153284671,0.01745560128426873,2.3250574463515835e-07,0.0017019152641296388
Uniform,ipinyou,0.5,0.5,140403.0,228.0,0.8996559081892305,10634.381578947368,0.021439892701552686,3.710473634174945e-07,0.002818000316619873
Normal,ipinyou,0.5,0.5,78184.0,134.0,0.5009771694770223,15667.835820895523,0.008552553239119976,2.3861850710268796e-07,0.0012452840805053712
